,bodyPart,equipment,gifUrl,id,name,target
289,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3298.gif,3298,straddle planche,abs
290,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1427.gif,1427,straight leg outer hip abductor,abductors
291,chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0803.gif,0803,superman push-up,pectorals
292,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0805.gif,0805,suspended abdominal fallout,abs
293,chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0806.gif,0806,suspended push-up,pectorals
294,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0807.gif,0807,suspended reverse crunch,abs
295,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0808.gif,0808,suspended row,upper back
296,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0809.gif,0809,suspended split squat,quads
297,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3433.gif,3433,swimmer kicks v. 2 (male),glutes
298,cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3318.gif,3318,swing 360,cardiovascular system
299,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1753.gif,1753,three bench dip,triceps
300,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0814.gif,0814,triceps dip,triceps
301,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0812.gif,0812,triceps dip (bench leg),triceps
302,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0813.gif,0813,triceps dip (between benches),triceps
303,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0815.gif,0815,triceps dips floor,triceps
304,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0816.gif,0816,triceps press,triceps
305,upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0817.gif,0817,triceps stretch,triceps
306,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0871.gif,0871,tuck crunch,abs
307,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1466.gif,1466,twist hip lift,glutes
308,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2802.gif,2802,twisted leg raise,abs
309,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2801.gif,2801,twisted leg raise (female),abs
310,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3231.gif,3231,two toe touch (male),spine
311,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1365.gif,1365,upper back stretch,upper back
312,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1366.gif,1366,upward facing dog,spine
313,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3420.gif,3420,v-sit on floor,abs
314,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0826.gif,0826,vertical leg raise (on parallel bars),abs
315,cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3655.gif,3655,walking high knees lunge,cardiovascular system
316,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1460.gif,1460,walking lunge,glutes
317,cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3637.gif,3637,wheel run,cardiovascular system
318,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1429.gif,1429,wide grip pull-up,lats
319,back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1367.gif,1367,wide grip rear pull-up,lats
320,chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1311.gif,1311,wide hand push up,pectorals
321,chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/2363.gif,2363,wide-grip chest dip on high parallel bars,pectorals
322,waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0858.gif,0858,wind sprints,abs
323,upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1604.gif,1604,world greatest stretch,hamstrings
324,lower arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1428.gif,1428,wrist circles,forearms
